date,ind,maxtp,ind.1,mintp,igmin,gmin,ind.2,rain,cbl,wdsp,ind.3,hm,ind.4,ddhm,ind.5,hg,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad
02-Aug-05,0,20.6,0,9.9, , ,0,0.1,1011.9,7.9,0,16,0,280,0,22, , , , , , ,1477
03-Aug-05,0,21.2,0,10.8, , ,0,0.1,1016.8,10.9,0,19,0,260,0,27, , , , , , ,2425
04-Aug-05,0,18.6,0,12, , ,0,5.1,1014.2,7.1,0,14,0,200,0,19, , , , , , ,743
05-Aug-05,0,19.8,0,12.2, , ,0,0.5,1012.9,7.2,0,12,0,280,0,20, , , , , , ,1921
06-Aug-05,0,16.7,0,11.7, , ,0,2.2,1015.3,3.2,0,8,0,190,0,10, , , , , , ,924
07-Aug-05,0,21,0,10.2, , ,0,0,1014.8,3.8,0,7,0,30,0,14, , , , , , ,1982
08-Aug-05,0,23.8,0,6.6, , ,0,0,1014.4,2.5,0,7,0,200,0,12, , , , , , ,2034
09-Aug-05,0,22.3,0,13.2, , ,0,0,1011.8,3.1,0,7,0,300,0,11, , , , , , ,1125
10-Aug-05,0,23.8,0,12.6, , ,0,0,1011.1,4.2,0,9,0,250,0,14, , , , , , ,1897
11-Aug-05,0,20,0,10, , ,0,0,1009.9,4.5,0,10,0,290,0,16, , , , , , ,1131
12-Aug-05,0,18.7,0,10.4, , ,0,0,1010.5,4.1,0,9,0,270,0,13, , , , , , ,1007
13-Aug-05,0,20.3,0,13.1, , ,0,2.3,1007.8,9.3,0,18,0,270,0,26, , , , , , ,1136
14-Aug-05,0,18,0,12.9, , ,0,0,1015.1,6.6,0,12,0,320,0,19, , , , , , ,795
15-Aug-05,0,19.3,0,12.8, , ,0,0,1018.9,3,0,7,0,260,0,10, , , , , , ,897
16-Aug-05,0,23.6,0,12.4, , ,0,0,1014.9,5.2,0,13,0,150,0,18, , , , , , ,1294
17-Aug-05,0,20.1,0,9.9, , ,0,0,1009.6,7.6,0,15,0,170,0,19, , , , , , ,975
18-Aug-05,0,20,0,10.2, , ,0,13.1,1009,4.6,0,9,0,270,0,17, , , , , , ,1024
19-Aug-05,0,18.4,0,9.3, , ,0,0.1,1014.1,6.9,0,12,0,310,0,20, , , , , , ,1494
20-Aug-05,0,20.9,0,10.2, , ,0,0,1018.4,4.3,0,10,0,280,0,16, , , , , , ,2000
21-Aug-05,0,20.1,0,11.7, , ,0,3.3,1014.3,7.4,0,14,0,190,0,18, , , , , , ,717
22-Aug-05,0,19.8,0,10.6, , ,0,3.4,1012.8,7.2,0,12,0,320,0,19, , , , , , ,1878
23-Aug-05,0,19.3,0,10.6, , ,0,0.4,1006,10.2,0,18,0,180,0,25, , , , , , ,599
24-Aug-05,0,18.9,0,9.8, , ,0,5.1,995.6,11.8,0,21,0,190,0,31, , , , , , ,1704
25-Aug-05,0,17.1,0,8.1, , ,0,1.2,999.2,10.1,0,18,0,260,0,32, , , , , , ,1724
26-Aug-05,0,18.4,0,7.8, , ,0,0.8,1005.2,8.2,0,17,0,230,0,24, , , , , , ,1290
27-Aug-05,0,19.4,0,11.3, , ,0,0.3,1008.5,5,0,11,0,200,0,14, , , , , , ,1203
28-Aug-05,0,22,0,13.3, , ,0,0.1,1009.4,11.4,0,18,0,210,0,24, , , , , , ,1006
29-Aug-05,0,21.3,0,11.4, , ,0,1.7,1012.7,5.1,0,14,0,180,0,20, , , , , , ,1729
30-Aug-05,0,21.7,0,10.9, , ,0,0.7,1012.3,6.1,0,14,0,180,0,20, , , , , , ,969
31-Aug-05,0,21.2,0,14.1, , ,0,1,1002.3,5.1,0,9,0,300,0,14, , , , , , ,676
01-Sep-05,0,19.1,0,9.7, , ,0,0,1007.7,4.8,0,10,0,240,0,15, , , , , , ,1561
02-Sep-05,0,21,0,7.1, , ,0,0,1016.3,7.1,0,15,0,190,0,21, , , , , , ,1477
03-Sep-05,0,21,0,9.9, , ,0,0,1015.8,7.9,0,14,0,130,0,23, , , , , , ,1275
04-Sep-05,0,21.1,0,14.5, , ,0,0,1009.4,6.8,0,15,0,170,0,23, , , , , , ,826
05-Sep-05,0,22.1,0,9.8, , ,0,0,1004.8,3.9,0,9,0,140,0,13, , , , , , ,1753
06-Sep-05,0,23.4,0,7, , ,0,0,1001.7,5.9,0,13,0,210,0,19, , , , , , ,1681
07-Sep-05,0,21.3,0,13.5, , ,0,0,999.5,9.3,0,18,0,200,0,26, , , , , , ,957
08-Sep-05,0,20.6,0,13, , ,0,6,1001.7,3.7,0,13,0,260,0,18, , , , , , ,980
09-Sep-05,0,17.6,0,12.4, , ,0,16.6,1001.7,4,0,9,0,110,0,14, , , , , , ,277
10-Sep-05,0,16.5,0,13.3, , ,0,2.5,1006.8,8.1,0,13,0,0,0,20, , , , , , ,434
11-Sep-05,0,18.1,0,9.9, , ,0,0,1012.3,5.4,0,10,0,350,0,15, , , , , , ,1303
12-Sep-05,0,22.1,0,7.8, , ,0,0,1015,5.3,0,12,0,180,0,16, , , , , , ,1719
13-Sep-05,0,21,0,12.8, , ,0,0,1012.3,11.4,0,19,0,200,0,28, , , , , , ,1022
14-Sep-05,0,19,0,13.8, , ,0,0,1012.9,6.5,0,12,0,270,0,20, , , , , , ,932
15-Sep-05,0,18.8,0,8.5, , ,0,1.5,1009.2,7.8,0,15,0,0,0,21, , , , , , ,504
16-Sep-05,0,13.7,0,5.8, , ,0,0,1017.4,6.2,0,13,0,350,0,22, , , , , , ,919
17-Sep-05,0,15.5,0,2.8, , ,0,0,1021.2,4.8,0,11,0,260,0,16, , , , , , ,1290
18-Sep-05,0,18.1,0,9.4, , ,0,0,1018.7,6.3,0,13,0,190,0,17, , , , , , ,1248
19-Sep-05,0,15.9,0,10.1, , ,0,1.6,1014.3,8.6,0,17,0,180,0,23, , , , , , ,371
20-Sep-05,0,17.7,0,9.1, , ,0,0,1016.3,4.7,0,9,0,180,0,13, , , , , , ,863
21-Sep-05,0,20.1,0,12.1, , ,0,0,1011,10.9,0,19,0,180,0,28, , , , , , ,574
22-Sep-05,0,18,0,15.4, , ,0,0.8,1002.5,13.9,0,18,0,160,0,28, , , , , , ,299
23-Sep-05,0,16.7,0,3.7, , ,0,3.5,1004.6,9.5,0,19,0,290,0,30, , , , , , ,1091
24-Sep-05,0,15.2,0,1.8, , ,0,9.6,1003.6,8.7,0,20,0,150,0,27, , , , , , ,616
25-Sep-05,0,16.8,0,9, , ,0,0.2,1000.3,8.9,0,20,0,260,0,28, , , , , , ,1014
26-Sep-05,0,17.1,0,8.6, , ,0,5.7,999.8,12,0,24,0,180,0,35, , , , , , ,240
27-Sep-05,0,15.2,0,6.7, , ,0,0.9,1004.3,10.5,0,20,0,250,0,31, , , , , , ,1298
28-Sep-05,0,15.1,0,6.5, , ,0,2.8,1005.5,9.9,0,20,0,210,0,31, , , , , , ,584
29-Sep-05,0,15.6,0,5.9, , ,0,2.6,1010,7.8,0,15,0,180,0,21, , , , , , ,521
30-Sep-05,0,20.1,0,9.6, , ,0,0.4,1004.9,10.3,0,19,0,260,0,29, , , , , , ,546
01-Oct-05,0,13.9,0,8.5, , ,0,0.4,1012.2,11.6,0,20,0,280,0,29, , , , , , ,1049
02-Oct-05,0,14.6,0,8.1, , ,0,0,1021.5,5.9,0,11,0,310,0,18, , , , , , ,773
03-Oct-05,0,13.3,0,9.9, , ,0,0,1024.2,4.2,0,9,0,160,0,12, , , , , , ,460
04-Oct-05,0,14,0,9.8, , ,0,0,1022.8,4.3,0,9,0,150,0,13, , , , , , ,474
05-Oct-05,0,15.5,0,7, , ,0,0,1020.7,3.8,0,9,0,150,0,14, , , , , , ,575
06-Oct-05,0,16.4,0,3.4, , ,0,0,1015,6.3,0,14,0,150,0,21, , , , , , ,650
07-Oct-05,0,17.3,0,13.8, , ,0,1.7,1005.5,12.6,0,20,0,170,0,28, , , , , , ,563
08-Oct-05,0,14.7,0,5.9, , ,0,2.2,1004.9,7.3,0,16,0,250,0,23, , , , , , ,1004
09-Oct-05,0,14.7,0,4.1, , ,0,0.3,1004.9,10.6,0,21,0,190,0,34, , , , , , ,521
10-Oct-05,0,16.1,0,8.4, , ,0,15.1,998.1,12.4,0,20,0,160,0,31, , , , , , ,136
11-Oct-05,0,9.4,0,7.8, , ,0,8.8,1000.8,7.2,0,11,0,330,0,17, , , , , , ,238
12-Oct-05,0,13.3,0,7.5, , ,0,0.2,1004.3,6.2,0,10,0,350,0,15, , , , , , ,726
13-Oct-05,0,13,0,2, , ,0,0,1014.4,3.5,0,9,0,330,0,12, , , , , , ,1031
14-Oct-05,0,13.9,0,0.7, , ,0,0.3,1017.6,5.7,0,11,0,130,0,18, , , , , , ,396
15-Oct-05,0,17.9,0,10.6, , ,0,0.1,1014.5,9.2,0,14,0,110,0,22, , , , , , ,632
16-Oct-05,0,15.1,0,10, , ,0,0.4,1011,3.9,0,11,0,110,0,17, , , , , , ,121
17-Oct-05,0,15.3,0,11.4, , ,0,1.6,1008.5,6.3,0,12,0,130,0,21, , , , , , ,287
18-Oct-05,0,14.2,0,10.1, , ,0,1.9,1003.4,6,0,11,0,100,0,20, , , , , , ,96
19-Oct-05,0,13.6,0,8.6, , ,0,6.1,996.5,2.9,0,11,0,260,0,13, , , , , , ,294
20-Oct-05,0,14.6,0,6.4, , ,0,4.6,991.6,8.1,0,15,0,190,0,20, , , , , , ,779
21-Oct-05,0,13.9,0,9.3, , ,0,6.9,983.2,7.3,0,14,0,120,0,23, , , , , , ,350
22-Oct-05,0,14.3,0,4.6, , ,0,0.6,993.9,2.2,0,7,0,310,0,11, , , , , , ,497
23-Oct-05,0,14.5,0,6.5, , ,0,21,998.8,4.8,0,13,0,120,0,19, , , , , , ,523
24-Oct-05,0,17.5,0,8.6, , ,0,11.6,990.1,9.7,0,17,0,180,0,25, , , , , , ,300
25-Oct-05,0,14.3,0,8.3, , ,0,6.4,991.1,11.2,0,22,0,230,0,34, , , , , , ,568
26-Oct-05,0,16.8,0,10.4, , ,0,1.3,995.8,13.3,0,22,0,170,0,36, , , , , , ,162
27-Oct-05,0,19.6,0,13.7, , ,0,0.1,990.2,17,0,26,0,150,0,39, , , , , , ,703
28-Oct-05,0,15.1,0,10.5, , ,0,3,991.5,9.9,0,22,0,160,0,34, , , , , , ,415
29-Oct-05,0,15.6,0,10.2, , ,0,16.8,989,13.3,0,26,0,150,0,39, , , , , , ,94
30-Oct-05,0,15.5,0,9.1, , ,0,8.7,986.4,15.8,0,26,0,170,0,37, , , , , , ,502
31-Oct-05,0,13.8,0,5.3, , ,0,10.7,990.5,10.2,0,20,0,150,0,32, , , , , , ,368
01-Nov-05,0,12.4,0,4.5, , ,0,6.6,991.8,8.6,0,13,0,130,0,22, , , , , , ,664
02-Nov-05,0,15.8,0,10.6, , ,0,15.7,982.8,10.5,0,20,0,160,0,29, , , , , , ,252
03-Nov-05,0,15,0,8.7, , ,0,5.5,985.5,12.1,0,21,0,260,0,30, , , , , , ,233
04-Nov-05,0,10.7,0,4.3, , ,0,0.3,1002.3,10,0,16,0,270,0,23, , , , , , ,632
05-Nov-05,0,13.8,0,6.6, , ,0,4.9,1002.9,7.1,0,14,0,180,0,22, , , , , , ,492
06-Nov-05,0,12.7,0,6.1, , ,0,3.5,997.5,9.1,0,16,0,180,0,25, , , , , , ,516
07-Nov-05,0,12.5,0,4.5, , ,0,11.4,997.1,12.3,0,29,0,160,0,46, , , , , , ,311
08-Nov-05,0,10.5,0,4.8, , ,0,6.8,1000.9,4.2,0,10,0,230,0,13, , , , , , ,273
09-Nov-05,0,11.6,0,3, , ,0,1.1,1011.6,7.9,0,13,0,180,0,20, , , , , , ,448
10-Nov-05,0,14.1,0,11.6, , ,0,1.8,1014.5,7.7,0,15,0,190,0,22, , , , , , ,116
11-Nov-05,0,14.1,0,3.8, , ,0,2.2,1005.3,17,0,28,0,200,0,40, , , , , , ,282
12-Nov-05,0,10.1,0,3.8, , ,0,0.1,1008.3,7.4,0,11,0,150,0,17, , , , , , ,515
13-Nov-05,0,8,0,1, , ,0,0,1021.5,5.7,0,13,0,320,0,20, , , , , , ,520
14-Nov-05,0,10.4,0,1.1, , ,0,0,1018,5,0,11,0,230,0,20, , , , , , ,141
15-Nov-05,0,12.3,0,7.2, , ,0,0.4,1008.5,6.3,0,12,0,350,0,20, , , , , , ,277
16-Nov-05,0,7.5,0,-1.3, , ,0,0,1007.5,4.6,0,9,0,290,0,15, , , , , , ,304
17-Nov-05,0,8,0,-2.5, , ,0,0,1009.7,1.4,0,4,0,130,0,6, , , , , , ,460
18-Nov-05,0,8.7,0,3.4, , ,0,0.9,1015.5,4.9,0,11,0,120,0,17, , , , , , ,45
19-Nov-05,0,8.1,0,-1.7, , ,0,0,1022.7,1.1,0,5,0,90,0,6, , , , , , ,404
20-Nov-05,0,10.9,0,-1.2, , ,0,0,1025.2,1.7,0,7,0,130,0,10, , , , , , ,390
21-Nov-05,0,9.9,0,-3.2, , ,0,0,1026.6,1.5,0,6,0,140,0,9, , , , , , ,449
22-Nov-05,0,3.3,0,-2.4, , ,0,0,1030.4,0.5,0,3,0,270,0,4, , , , , , ,249
23-Nov-05,0,6.9,0,1.5, , ,0,0,1030.2,2.1,0,10,0,260,0,12, , , , , , ,84
24-Nov-05,0,10.2,0,1, , ,0,0.3,1015.8,11.6,0,19,0,290,0,31, , , , , , ,196
25-Nov-05,0,5.5,0,0.3, , ,0,0.6,998.2,13.2,0,20,0,330,0,33, , , , , , ,213
26-Nov-05,0,7.9,0,3.4, , ,0,0.1,994.9,9.1,0,15,0,330,0,22, , , , , , ,254
27-Nov-05,0,5.8,0,2.2, , ,0,0,996.8,7.1,0,11,0,320,0,18, , , , , , ,296
28-Nov-05,0,4.5,0,-0.8, , ,0,0,999.9,6.6,0,13,0,310,0,23, , , , , , ,342
29-Nov-05,0,5.5,0,-1.9, , ,0,2.4,1001.9,3.4,0,8,0,170,0,11, , , , , , ,130
30-Nov-05,0,9.6,0,5.5, , ,0,0.7,993.4,6.8,0,16,0,160,0,22, , , , , , ,218
01-Dec-05,0,9.8,0,4, , ,0,12,976.7,7.3,0,17,0,150,0,26, , , , , , ,235
02-Dec-05,0,8.9,0,3.3, , ,0,9.5,966.1,4.5,0,13,0,140,0,20, , , , , , ,90
03-Dec-05,0,7,0,5, , ,0,0.1,975.9,5.3,0,12,0,270,0,17, , , , , , ,163
04-Dec-05,0,9,0,2.9, , ,0,0,985.7,9.2,0,15,0,290,0,22, , , , , , ,371
05-Dec-05,0,6.7,0,2.1, , ,0,0,994,9.2,0,15,0,290,0,23, , , , , , ,387
06-Dec-05,0,7.1,0,0.1, , ,0,0.1,1002.5,4.3,0,13,0,280,0,18, , , , , , ,284
07-Dec-05,0,9.1,0,-0.4, , ,0,10.2,1000,8.8,0,17,0,240,0,27, , , , , , ,45
08-Dec-05,0,6.7,0,2.7, , ,0,3.5,1010.7,4.9,0,13,0,280,0,17, , , , , , ,153
09-Dec-05,0,11.9,0,6.6, , ,0,0.1,1022.6,7,0,13,0,160,0,18, , , , , , ,75
10-Dec-05,0,12,0,10, , ,0,0.1,1027.9,8,0,14,0,180,0,21, , , , , , ,137
11-Dec-05,0,11,0,6, , ,0,0.4,1031.4,5,0,11,0,150,0,14, , , , , , ,331
12-Dec-05,0,8.4,0,-0.9, , ,0,0.1,1035.4,4.3,0,9,0,340,0,12, , , , , , ,326
13-Dec-05,0,2.7,0,-3.2, , ,0,0,1034.6,1.2,0,4,0,160,0,5, , , , , , ,165
14-Dec-05,0,9.4,0,2.1, , ,0,0.1,1029.8,5.4,0,11,0,0,0,16, , , , , , ,174
15-Dec-05,0,11.2,0,8.7, , ,0,0,1021.6,8.6,0,14,0,270,0,21, , , , , , ,161
16-Dec-05,0,11.8,0,5.1, , ,0,0.6,1014.1,11.1,0,18,0,280,0,27, , , , , , ,167
17-Dec-05,0,6,0,-1.9, , ,0,0,1018.5,2.4,0,6,0,300,0,9, , , , , , ,219
18-Dec-05,0,9.3,0,-2.3, , ,0,2,1012.8,6.5,0,13,0,200,0,20, , , , , , ,121
19-Dec-05,0,6.3,0,1.3, , ,0,0.1,1015.5,3.9,0,9,0,270,0,12, , , , , , ,150
20-Dec-05,0,10.5,0,4.2, , ,0,0,1018.8,6.1,0,12,0,180,0,18, , , , , , ,248
21-Dec-05,0,10.1,0,8.1, , ,0,1.8,1019.8,6.1,0,11,0,180,0,15, , , , , , ,98
22-Dec-05,0,9.6,0,8.1, , ,0,0,1019.2,8.8,0,13,0,190,0,17, , , , , , ,48
23-Dec-05,0,12.9,0,6.9, , ,0,0.5,1016.8,6.7,0,18,0,210,0,26, , , , , , ,231
24-Dec-05,0,10.1,0,1.5, , ,0,0.7,1019,1.5,0,5,0,230,0,8, , , , , , ,157
25-Dec-05,0,6.1,0,-2, , ,0,0,1020.5,1.1,0,3,0,350,0,5, , , , , , ,249
26-Dec-05,0,5.1,0,-2.1, , ,0,0,1016.8,2.6,0,8,0,20,0,12, , , , , , ,94
27-Dec-05,0,5.1,0,-3.2, , ,0,0,1012.7,2.2,0,6,0,10,0,9, , , , , , ,199
28-Dec-05,0,3.3,0,-5.4, , ,0,0,1010.8,2.4,0,7,0,120,0,10, , , , , , ,342
29-Dec-05,0,8.1,0,-1.2, , ,0,6.8,1000.2,9.7,0,16,0,150,0,26, , , , , , ,37
30-Dec-05,0,11.5,0,4.9, , ,0,6.3,986,9.4,0,19,0,240,0,28, , , , , , ,218
31-Dec-05,0,8,0,5.4, , ,0,2.1,985.9,11.4,0,18,0,230,0,26, , , , , , ,172
01-Jan-06,0,8.1,0,4.8, , ,0,1.8,1002.1,10.1,0,17,0,300,0,28, , , , , , ,293
02-Jan-06,0,9.7,0,0.4, , ,0,0,1015.3,5.1,0,11,0,190,0,17, , , , , , ,174
03-Jan-06,0,10.2,0,2.1, , ,0,0.4,1019.3,3.3,0,14,0,190,0,19, , , , , , ,238
04-Jan-06,0,7.6,0,-1.4, , ,0,0.1,1020.5,4.1,0,9,0,130,0,14, , , , , , ,320
05-Jan-06,0,5.5,0,3, , ,0,0,1012,8.9,0,14,0,120,0,22, , , , , , ,125
06-Jan-06,0,4.2,0,-1, , ,0,0,1013.4,2.3,0,8,0,120,0,12, , , , , , ,102
07-Jan-06,0,3.3,0,-1, , ,0,0.1,1016,1.2,0,7,0,110,0,10, , , , , , ,80
08-Jan-06,0,5.3,0,-1.8, , ,0,1.2,1017.2,3.5,0,8,0,110,0,13, , , , , , ,152
09-Jan-06,0,9.6,0,-3, , ,0,1,1013.6,8.2,0,16,0,160,0,24, , , , , , ,145
10-Jan-06,0,12,0,8.3, , ,0,12.6,1002.2,13,0,22,0,200,0,33, , , , , , ,55
11-Jan-06,0,9,0,1.8, , ,0,0.3,1007.3,8.9,0,19,0,240,0,27, , , , , , ,387
12-Jan-06,0,11.5,0,5.4, , ,0,0.3,1009.7,17.4,0,26,0,180,0,38, , , , , , ,117
13-Jan-06,0,11.2,0,7.2, , ,0,5.2,1001,14.2,0,22,0,170,0,35, , , , , , ,142
14-Jan-06,0,8.2,0,0.5, , ,0,0.1,1004.7,8.5,0,22,0,150,0,32, , , , , , ,384
15-Jan-06,0,10.1,0,7.3, , ,0,3.7,996.7,13.8,0,21,0,150,0,32, , , , , , ,133
16-Jan-06,0,7.8,0,3.5, , ,0,0.8,995.8,7,0,11,0,290,0,18, , , , , , ,119
17-Jan-06,0,11.2,0,6.2, , ,0,0.2,998.2,8.2,0,17,0,270,0,27, , , , , , ,258
18-Jan-06,0,12.5,0,10.1, , ,0,0.1,1006.7,7.9,0,16,0,280,0,23, , , , , , ,177
19-Jan-06,0,11.8,0,9.8, , ,0,0.1,1003.1,9.8,0,21,0,200,0,31, , , , , , ,152
20-Jan-06,0,11.1,0,3.8, , ,0,1.3,1007.6,12.3,0,24,0,190,0,48, , , , , , ,424
21-Jan-06,0,9.9,0,1.1, , ,0,0,1021.4,3.5,0,8,0,260,0,11, , , , , , ,446
22-Jan-06,0,9,0,1.5, , ,0,0,1025.4,3.8,0,9,0,170,0,14, , , , , , ,268
23-Jan-06,0,7.8,0,2.9, , ,0,0,1023.8,5.9,0,10,0,160,0,14, , , , , , ,74
24-Jan-06,0,6.1,0,1.1, , ,0,0,1021.8,2.1,0,8,0,160,0,11, , , , , , ,63
25-Jan-06,0,7.3,0,-0.6, , ,0,0,1021,3.4,0,9,0,90,0,14, , , , , , ,138
26-Jan-06,0,5.9,0,-2.5, , ,0,0,1023.1,3.6,0,8,0,70,0,11, , , , , , ,244
27-Jan-06,0,4.5,0,-2.8, , ,0,0,1023.1,5.2,0,10,0,350,0,15, , , , , , ,158
28-Jan-06,0,8.2,0,-2.4, , ,0,0,1022.8,5,0,11,0,350,0,15, , , , , , ,434
29-Jan-06,0,8.2,0,-3.6, , ,0,0,1025.1,1.9,0,6,0,330,0,9, , , , , , ,526
30-Jan-06,0,4.8,0,-6.3, , ,0,0,1023.9,1.1,0,5,0,120,0,7, , , , , , ,497
31-Jan-06,0,5.5,0,-1.3, , ,0,0,1019.3,3.4,0,8,0,180,0,12, , , , , , ,300
01-Feb-06,0,6.8,0,0.4, , ,0,0,1014.9,4.2,0,8,0,160,0,11, , , , , , ,256
02-Feb-06,0,8.1,0,5.8, , ,0,0,1014.5,4.9,0,8,0,130,0,13, , , , , , ,192
03-Feb-06,0,7.7,0,4.9, , ,0,0,1018.6,1.7,0,5,0,350,0,7, , , , , , ,167
04-Feb-06,0,8,0,5, , ,0,0,1023.4,2.4,0,6,0,310,0,9, , , , , , ,212
05-Feb-06,0,5.3,0,4, , ,0,0,1026.3,3.9,0,8,0,220,0,11, , , , , , ,115
06-Feb-06,0,8.3,0,4.7, , ,0,0,1022.8,4.5,0,9,0,210,0,14, , , , , , ,98
07-Feb-06,0,10.6,0,4.7, , ,0,2.3,1012.7,10.1,0,21,0,230,0,31, , , , , , ,188
08-Feb-06,0,8.5,0,2.7, , ,0,0,1009.3,6.9,0,11,0,300,0,18, , , , , , ,616
09-Feb-06,0,5.8,0,-2.3, , ,0,0,1015,2.1,0,7,0,350,0,11, , , , , , ,426
10-Feb-06,0,5.1,0,-3.9, , ,0,0,1016.5,2.6,0,8,0,130,0,11, , , , , , ,404
11-Feb-06,0,9,0,2.1, , ,0,3.8,1013.8,7.5,0,16,0,180,0,22, , , , , , ,219
12-Feb-06,0,11.9,0,7.5, , ,0,1.2,1011.3,7.3,0,12,0,230,0,19, , , , , , ,169
13-Feb-06,0,11.2,0,7, , ,0,6.3,1003.9,10.4,0,15,0,170,0,23, , , , , , ,206
14-Feb-06,0,10,0,5, , ,0,7.5,990.4,10.8,0,23,0,170,0,33, , , , , , ,428
15-Feb-06,0,9.2,0,3.1, , ,0,1.1,979.8,10,0,17,0,220,0,25, , , , , , ,551
16-Feb-06,0,8.2,0,1.5, , ,0,2.5,971.6,10.4,0,17,0,180,0,29, , , , , , ,447
17-Feb-06,0,8.8,0,-0.1, , ,0,0,976.4,4.9,0,11,0,220,0,15, , , , , , ,662
18-Feb-06,0,8.4,0,-2, , ,0,0,985,0.5,0,4,0,300,0,5, , , , , , ,615
19-Feb-06,0,7.4,0,-1.8, , ,0,0,997,5.5,0,13,0,0,0,19, , , , , , ,493
20-Feb-06,0,8.1,0,0, , ,0,0.1,1012.4,8.2,0,14,0,10,0,22, , , , , , ,495
21-Feb-06,0,6.7,0,-1, , ,0,0.6,1020.5,6.5,0,13,0,10,0,24, , , , , , ,500
22-Feb-06,0,6.5,0,2, , ,0,0,1022.1,8,0,15,0,60,0,23, , , , , , ,627
23-Feb-06,0,5.1,0,2.2, , ,0,1.9,1020.1,5.6,0,12,0,340,0,19, , , , , , ,221
24-Feb-06,0,7.1,0,1.2, , ,0,2.7,1014.5,9.4,0,16,0,50,0,27, , , , , , ,307
25-Feb-06,0,7,0,1.8, , ,0,0.2,1018.3,9.7,0,16,0,40,0,29, , , , , , ,756
26-Feb-06,0,6.6,0,3.2, , ,0,0.4,1022.2,7.5,0,14,0,60,0,22, , , , , , ,376
27-Feb-06,0,7.1,0,-1.7, , ,0,0.1,1017.1,6.7,0,16,0,280,0,25, , , , , , ,553
28-Feb-06,0,5.2,0,-0.6, , ,0,0.6,1008.8,9.1,0,15,0,320,0,25, , , , , , ,748
01-Mar-06,0,5.2,0,-2.1, , ,0,0,1002.8,6,0,11,0,340,0,17, , , , , , ,773
02-Mar-06,0,4.7,0,-3.6, , ,0,0,995.3,1.7,0,5,0,90,0,8, , , , , , ,859
03-Mar-06,0,5.1,0,-4.8, , ,0,0,993.7,3.9,0,11,0,310,0,16, , , , , , ,1094
04-Mar-06,0,6.9,0,-4.9, , ,0,0,998.6,5.8,0,12,0,310,0,19, , , , , , ,1158
05-Mar-06,0,7.9,0,-0.6, , ,0,0,1006.5,5,0,12,0,280,0,19, , , , , , ,771
06-Mar-06,0,9.7,0,-2.4, , ,0,1.8,1011.9,4.3,0,10,0,270,0,14, , , , , , ,901
07-Mar-06,0,13.2,0,6.4, , ,0,5.4,1002.8,7.2,0,13,0,260,0,19, , , , , , ,269
08-Mar-06,0,14.1,0,4.1, , ,0,2.5,990.2,8.3,0,15,0,330,0,24, , , , , , ,604
09-Mar-06,0,10.1,0,3.5, , ,0,3.6,988.5,12.2,0,27,0,250,0,41, , , , , , ,757
10-Mar-06,0,10.3,0,2.8, , ,0,0,998,11.7,0,21,0,240,0,26, , , , , , ,1248
11-Mar-06,0,7.1,0,0.2, , ,0,7.6,1009.2,5.9,0,14,0,140,0,21, , , , , , ,359
12-Mar-06,0,10.9,0,5.3, , ,0,1.3,1010.8,9.1,0,16,0,150,0,26, , , , , , ,343
13-Mar-06,0,9.9,0,7.8, , ,0,18,1006.4,17.1,0,24,0,160,0,36, , , , , , ,165
14-Mar-06,0,11.2,0,5.9, , ,0,0.2,1008.9,6.5,0,12,0,220,0,16, , , , , , ,593
15-Mar-06,0,9,0,5.5, , ,0,0.1,1016,5.2,0,10,0,340,0,15, , , , , , ,518
16-Mar-06,0,5.8,0,1.4, , ,0,0,1021.3,7.5,0,14,0,50,0,22, , , , , , ,526
17-Mar-06,0,4.2,0,1.8, , ,0,0.6,1020.5,9.1,0,15,0,60,0,22, , , , , , ,263
18-Mar-06,0,6.1,0,1.7, , ,0,0,1015.7,7,0,14,0,60,0,23, , , , , , ,610
19-Mar-06,0,9.7,0,-1.9, , ,0,0,1010.4,2.5,0,9,0,30,0,16, , , , , , ,1040
20-Mar-06,0,6.2,0,-1, , ,0,0,1006.8,5.4,0,14,0,70,0,20, , , , , , ,243
21-Mar-06,0,5.1,0,2.2, , ,0,0,1007.5,6.7,0,11,0,50,0,17, , , , , , ,231
22-Mar-06,0,6.3,0,-0.3, , ,0,0,1005.3,4.1,0,10,0,150,0,14, , , , , , ,1099
23-Mar-06,0,6,0,0.4, , ,0,0.6,992.7,7.3,0,13,0,110,0,21, , , , , , ,373
24-Mar-06,0,8.6,0,5.3, , ,0,8,978,6.5,0,13,0,90,0,23, , , , , , ,174
25-Mar-06,0,11.4,0,6.1, , ,0,5.4,984.6,9.8,0,15,0,180,0,21, , , , , , ,437
26-Mar-06,0,11.9,0,9.8, , ,0,8.5,983.7,12.2,0,19,0,170,0,27, , , , , , ,242
27-Mar-06,0,14.2,0,9.2, , ,0,10.7,978,13.2,0,22,0,230,0,32, , , , , , ,1023
28-Mar-06,0,10.1,0,5.1, , ,0,4.1,988.4,10.3,0,23,0,230,0,35, , , , , , ,735
29-Mar-06,0,9.7,0,4.8, , ,0,5.3,986.9,4.9,0,14,0,160,0,20, , , , , , ,857
30-Mar-06,0,15.1,0,9, , ,0,1.9,980.5,12.1,0,26,0,220,0,38, , , , , , ,699
31-Mar-06,0,13.1,0,5.4, , ,0,2.3,988.2,9.8,0,24,0,190,0,34, , , , , , ,847
