date,ind,maxtp,ind.1,mintp,igmin,gmin,ind.2,rain,cbl,wdsp,ind.3,hm,ind.4,ddhm,ind.5,hg,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad
13-Aug-03,4, ,4, , , ,8, , , ,0,11,0,250,0,17, , , , , , , 
14-Aug-03,0,21.4,0,7.5, , ,0,0,1015.1,4.3,0,8,0,20,0,14, , , , , , ,2022
15-Aug-03,0,20.3,0,7.7, , ,0,0,1013.5,3.3,0,8,0,0,0,15, , , , , , ,1529
16-Aug-03,0,22.9,0,5.9, , ,0,0,1012,3.4,0,9,0,130,0,16, , , , , , ,1852
17-Aug-03,0,20.8,0,11.6, , ,0,1.5,1006,6.4,0,15,0,160,0,21, , , , , , ,641
18-Aug-03,0,19.8,0,7.9, , ,0,0.1,1007.9,6.8,0,14,0,270,0,22, , , , , , ,1219
19-Aug-03,0,20.1,0,11, , ,0,0,1013.5,7.5,0,14,0,250,0,19, , , , , , ,1181
20-Aug-03,0,20.1,0,12.3, , ,0,0,1012.7,4.9,0,11,0,200,0,15, , , , , , ,889
21-Aug-03,0,24.2,0,11.5, , ,0,0,1006.6,9.9,0,19,0,220,0,26, , , , , , ,990
22-Aug-03,0,23.1,0,16.8, , ,0,0,1008.3,7.3,0,15,0,260,0,20, , , , , , ,658
23-Aug-03,0,26.5,0,17.6, , ,0,0.1,1013.3,4,0,10,0,280,0,13, , , , , , ,1332
24-Aug-03,0,25.4,0,14.4, , ,0,0,1014.3,4.3,0,11,0,80,0,17, , , , , , ,1759
25-Aug-03,0,21.1,0,13.4, , ,0,0,1012.9,5.9,0,11,0,70,0,17, , , , , , ,1408
26-Aug-03,0,19.6,0,12.5, , ,0,0,1010.5,6.9,0,12,0,70,0,18, , , , , , ,1071
27-Aug-03,0,21.9,0,9.6, , ,0,0,1007.8,3.4,0,8,0,90,0,14, , , , , , ,1273
28-Aug-03,0,17.1,0,8.9, , ,0,0,1003.7,7.2,0,13,0,350,0,21, , , , , , ,830
29-Aug-03,0,17.7,0,6.9, , ,0,0,1008,7.2,0,13,0,20,0,23, , , , , , ,1035
30-Aug-03,0,17.6,0,4.9, , ,0,0,1014.1,5.1,0,11,0,330,0,19, , , , , , ,1287
31-Aug-03,0,16.4,0,7.5, , ,0,0,1016.7,4.6,0,11,0,350,0,16, , , , , , ,928
01-Sep-03,4, ,4, , , ,8, , , ,0,8,0,0,0,13, , , , , , , 
02-Sep-03,0,19.4,0,12.8, , ,0,0,1021.4,2.3,0,6,0,130,0,9, , , , , , ,921
03-Sep-03,0,21.4,0,11.1, , ,0,0,1022.8,3.6,0,9,0,200,0,14, , , , , , ,1010
04-Sep-03,0,22,0,9.9, , ,0,0,1017.7,6.5,0,13,0,180,0,20, , , , , , ,1250
05-Sep-03,0,17.6,0,9.9, , ,0,0.1,1010.2,3.7,0,12,0,220,0,17, , , , , , ,437
06-Sep-03,0,19,0,7, , ,0,0,1008.1,6.5,0,16,0,240,0,20, , , , , , ,1586
07-Sep-03,0,16,0,5, , ,0,2.8,1004.4,4.7,0,12,0,190,0,17, , , , , , ,507
08-Sep-03,0,18.3,0,6.9, , ,0,0.1,1004.9,6.4,0,13,0,350,0,21, , , , , , ,1322
09-Sep-03,0,15.9,0,9.3, , ,0,3.2,1006,7.5,0,12,0,250,0,17, , , , , , ,554
10-Sep-03,0,18.5,0,13.8, , ,0,1.2,1006.4,7.4,0,16,0,270,0,22, , , , , , ,740
11-Sep-03,0,21.2,0,8.4, , ,0,0.1,1014.8,9,0,19,0,270,0,27, , , , , , ,1119
12-Sep-03,4, ,4, , , ,8, , , ,0,13,0,180,0,18, , , , , , , 
07-Oct-03,0,13.8,0,9.4, , ,0,2.2,1005.9,7.5,0,16,0,280,0,27, , , , , , ,537
08-Oct-03,0,19.1,0,11.8, , ,0,0.1,1011.8,12.8,0,18,0,270,0,26, , , , , , ,780
09-Oct-03,0,18.8,0,11.3, , ,0,0.2,1010.8,10.8,0,20,0,260,0,27, , , , , , ,746
10-Oct-03,0,15.8,0,8.7, , ,0,0,1011.4,5.1,0,11,0,260,0,16, , , , , , ,753
11-Oct-03,0,17.5,0,8.1, , ,0,0,1014.6,4.5,0,11,0,170,0,15, , , , , , ,494
12-Oct-03,0,14.9,0,11.9, , ,0,3.4,1011.8,7.4,0,13,0,130,0,20, , , , , , ,251
13-Oct-03,0,16.5,0,12, , ,0,0.7,1011.2,5.7,0,9,0,120,0,16, , , , , , ,483
14-Oct-03,0,15.3,0,11.1, , ,0,0,1015,4.7,0,10,0,120,0,17, , , , , , ,464
15-Oct-03,0,13.6,0,5.3, , ,0,0,1018.5,5,0,12,0,120,0,19, , , , , , ,938
16-Oct-03,0,14.1,0,3.9, , ,0,0,1019.8,4.8,0,14,0,120,0,22, , , , , , ,972
17-Oct-03,0,14.2,0,2.1, , ,0,0,1016.1,5.7,0,11,0,100,0,20, , , , , , ,936
18-Oct-03,0,14.4,0,-0.2, , ,0,0,1011,2.9,0,8,0,10,0,12, , , , , , ,798
19-Oct-03,0,10.7,0,2.3, , ,0,0.6,1007.8,5.2,0,11,0,40,0,19, , , , , , ,294
20-Oct-03,0,9.6,0,1.4, , ,0,0,1008.8,6,0,12,0,0,0,18, , , , , , ,842
21-Oct-03,0,9.3,0,-1.2, , ,0,0.1,1005.4,4.8,0,13,0,0,0,20, , , , , , ,650
22-Oct-03,4, ,4, , , ,8, , , ,0,13,0,340,0,22, , , , , , , 
24-Oct-03,0,9.4,0,-3.2, , ,0,0,1020.4,3.6,0,9,0,330,0,16, , , , , , ,533
25-Oct-03,0,10.5,0,-2, , ,0,0,1016.9,5.6,0,15,0,290,0,20, , , , , , ,620
26-Oct-03,0,10.7,0,-0.2, , ,0,0,1013.3,3.9,0,9,0,330,0,16, , , , , , ,605
27-Oct-03,0,11.8,0,-2.5, , ,0,0,1013.7,2.2,0,6,0,180,0,9, , , , , , ,751
28-Oct-03,0,11.3,0,3.6, , ,0,0.9,1002.8,5.5,0,10,0,240,0,14, , , , , , ,182
29-Oct-03,0,9.7,0,1.7, , ,0,0.9,990.4,7,0,17,0,290,0,31, , , , , , ,597
30-Oct-03,0,9.2,0,0.6, , ,0,19.3,974.3,7.6,0,21,0,80,0,31, , , , , , ,115
31-Oct-03,0,9.8,0,5.9, , ,0,2.7,976.7,9.7,0,16,0,0,0,30, , , , , , ,234
01-Nov-03,0,12.2,0,2.1, , ,0,6,984.5,10.3,0,23,0,190,0,32, , , , , , ,384
02-Nov-03,0,12.2,0,6, , ,0,3,975.4,9.5,0,20,0,230,0,27, , , , , , ,654
03-Nov-03,0,11.8,0,4.1, , ,0,1,992.2,9.4,0,19,0,260,0,25, , , , , , ,603
04-Nov-03,0,14.5,0,4.8, , ,0,0.2,1007.3,15.2,0,25,0,180,0,34, , , , , , ,191
05-Nov-03,0,14.7,0,11.8, , ,0,2,1002.7,19,0,29,0,160,0,44, , , , , , ,373
06-Nov-03,0,14.8,0,5.7, , ,0,0,1010.7,8.3,0,15,0,130,0,25, , , , , , ,468
07-Nov-03,0,15.6,0,7.2, , ,0,0,1014.7,8.8,0,15,0,140,0,26, , , , , , ,587
08-Nov-03,0,9.5,0,6.9, , ,0,0,1009.8,8.3,0,19,0,110,0,29, , , , , , ,131
09-Nov-03,0,13.8,0,7.5, , ,0,0.5,1002.5,10,0,18,0,160,0,27, , , , , , ,516
10-Nov-03,0,13.6,0,7, , ,0,0.1,1008.6,6,0,10,0,160,0,14, , , , , , ,483
11-Nov-03,0,12.9,0,9.2, , ,0,7,1003.2,11.2,0,21,0,160,0,34, , , , , , ,86
12-Nov-03,4, ,4, , , ,8, , , ,0,13,0,190,0,18, , , , , , , 
18-Nov-03,0,14.1,0,12.2, , ,0,0.8,1009.9,8.1,0,13,0,180,0,21, , , , , , ,82
19-Nov-03,0,13.8,0,10.4, , ,0,6.4,1007,7.2,0,20,0,210,0,27, , , , , , ,100
20-Nov-03,0,12,0,2.6, , ,0,2.4,1001.9,5.9,0,13,0,280,0,20, , , , , , ,347
21-Nov-03,0,9.4,0,-0.3, , ,0,0.1,1000.7,2.9,0,6,0,160,0,8, , , , , , ,431
22-Nov-03,0,8.7,0,-1.6, , ,0,0,997.1,3.2,0,8,0,170,0,10, , , , , , ,416
23-Nov-03,0,7.8,0,-3, , ,0,0,1000.3,2.2,0,6,0,340,0,10, , , , , , ,401
24-Nov-03,0,9.3,0,0.2, , ,0,0,998.4,6.8,0,13,0,190,0,18, , , , , , ,263
25-Nov-03,0,10.6,0,5.6, , ,0,3,985.2,7.2,0,16,0,250,0,23, , , , , , ,184
26-Nov-03,0,6.5,0,1.3, , ,0,0.3,979.8,7.7,0,14,0,240,0,21, , , , , , ,378
27-Nov-03,0,7.3,0,1.3, , ,0,0,991.8,6.5,0,13,0,260,0,18, , , , , , ,360
28-Nov-03,0,11.5,0,0.6, , ,0,0,994.6,8.6,0,16,0,180,0,22, , , , , , ,209
29-Nov-03,0,11.4,0,3.9, , ,0,13.6,986.4,8.8,0,18,0,270,0,25, , , , , , ,250
30-Nov-03,0,7.9,0,-2, , ,0,0.1,993,3.4,0,9,0,190,0,15, , , , , , ,295
01-Dec-03,0,6.9,0,-1.6, , ,0,0,1000,8.7,0,18,0,350,0,27, , , , , , ,216
02-Dec-03,0,9.4,0,5.3, , ,0,1.3,1007.9,7,0,16,0,350,0,23, , , , , , ,136
03-Dec-03,0,8.7,0,6, , ,0,0.2,1018.8,6.4,0,12,0,330,0,16, , , , , , ,54
04-Dec-03,0,9.8,0,4.3, , ,0,0,1025.6,7.8,0,13,0,330,0,20, , , , , , ,310
05-Dec-03,0,10.4,0,2.9, , ,0,0.3,1024.6,4.3,0,10,0,330,0,14, , , , , , ,228
06-Dec-03,4, ,4, , , ,8, , , ,0,11,0,350,0,15, , , , , , , 
09-Dec-03,0,11.2,0,7.5, , ,0,3.2,1004.7,8.8,0,14,0,150,0,21, , , , , , ,97
10-Dec-03,0,9.9,0,8.1, , ,0,2.7,1001.3,7.5,0,13,0,170,0,19, , , , , , ,95
11-Dec-03,0,10.3,0,0.6, , ,0,3.3,1001.3,6.8,0,14,0,170,0,22, , , , , , ,262
12-Dec-03,0,12.8,0,2.6, , ,0,7.9,1003.2,7.3,0,13,0,190,0,17, , , , , , ,88
13-Dec-03,0,13.4,0,6.6, , ,0,0.8,1001.4,11,0,23,0,270,0,33, , , , , , ,233
14-Dec-03,0,8.6,0,3.5, , ,0,0,1014.1,10.2,0,17,0,270,0,26, , , , , , ,248
15-Dec-03,0,5.7,0,-1.6, , ,0,0,1022.1,2.9,0,7,0,310,0,10, , , , , , ,237
16-Dec-03,0,9.9,0,5.4, , ,0,0,1016.3,7.7,0,11,0,160,0,16, , , , , , ,50
17-Dec-03,0,10.1,0,5.3, , ,0,0,1010.8,6.1,0,12,0,160,0,17, , , , , , ,222
18-Dec-03,0,7.9,0,3.8, , ,0,0,1007.2,2.2,0,5,0,150,0,6, , , , , , ,85
19-Dec-03,0,8.9,0,6.2, , ,0,0.6,1008.2,3,0,8,0,180,0,12, , , , , , ,135
20-Dec-03,0,9.1,0,2.3, , ,0,7.2,999.3,10.7,0,19,0,280,0,27, , , , , , ,167
21-Dec-03,0,5.9,0,0, , ,0,0.8,1011.5,11.3,0,18,0,330,0,32, , , , , , ,224
22-Dec-03,0,6.4,0,-1.7, , ,0,0,1025.2,5,0,12,0,230,0,17, , , , , , ,91
23-Dec-03,0,10.8,0,5.9, , ,0,0,1019.3,9,0,14,0,270,0,19, , , , , , ,73
24-Dec-03,0,10.9,0,9.3, , ,0,0,1015.8,9,0,14,0,220,0,22, , , , , , ,123
25-Dec-03,4, ,4, , , ,8, , ,8,0,13,0,240,0,20, , , , , , , 
01-Jan-04,0,8.4,0,4.1, , ,0,0.1,1004.8,12.3,0,19,0,270,0,30, , , , , , ,248
02-Jan-04,0,5.9,0,2.9, , ,0,6.6,1013.9,5,0,12,0,150,0,16, , , , , , ,134
03-Jan-04,0,8.5,0,-0.1, , ,0,3,1012.5,3.7,0,11,0,170,0,15, , , , , , ,142
04-Jan-04,0,8.3,0,-1.6, , ,0,0.4,1011.8,4.4,0,10,0,170,0,14, , , , , , ,145
05-Jan-04,0,11.8,0,7.8, , ,0,0,1004.5,7.2,0,12,0,180,0,18, , , , , , ,70
06-Jan-04,0,10.5,0,4.4, , ,0,1.4,1002.4,7.8,0,14,0,210,0,20, , , , , , ,285
07-Jan-04,0,11.3,0,8.2, , ,0,5.4,991.2,16.9,0,28,0,160,0,45, , , , , , ,46
08-Jan-04,0,9.4,0,5.2, , ,0,10,978.5,8.8,0,19,0,250,0,30, , , , , , ,346
09-Jan-04,0,8.3,0,4, , ,0,3,991.5,10.4,0,22,0,250,0,31, , , , , , ,319
10-Jan-04,0,12.3,0,6.4, , ,0,2.4,992.8,10.1,0,20,0,210,0,27, , , , , , ,178
11-Jan-04,0,11.7,0,2, , ,0,7.2,988.2,17.4,0,28,0,250,0,40, , , , , , ,206
12-Jan-04,0,9.2,0,2.8, , ,0,6,981.3,10.1,0,27,0,250,0,43, , , , , , ,317
13-Jan-04,0,7.4,0,2.8, , ,0,2.2,978.7,13.9,0,33,0,250,0,46, , , , , , ,252
14-Jan-04,0,5.1,0,1.3, , ,0,4.6,991,7.2,0,21,0,260,0,28, , , , , , ,289
15-Jan-04,0,9.8,0,1.6, , ,0,12.6,987,13.2,0,31,0,260,0,45, , , , , , ,127
16-Jan-04,0,7.8,0,1.7, , ,0,0,985.4,9.4,0,28,0,280,0,38, , , , , , ,428
17-Jan-04,0,4.9,0,-1.8, , ,0,0,1004.3,4.2,0,10,0,340,0,15, , , , , , ,237
18-Jan-04,0,7.7,0,-3.1, , ,0,0,1019.6,5.1,0,11,0,240,0,17, , , , , , ,232
19-Jan-04,0,10.8,0,7.3, , ,0,0,1015.1,11.1,0,17,0,270,0,27, , , , , , ,158
20-Jan-04,0,9.1,0,7.5, , ,0,0,1013.1,7.1,0,14,0,280,0,20, , , , , , ,114
21-Jan-04,0,9.4,0,6.5, , ,0,0,1009.8,5.5,0,12,0,180,0,17, , , , , , ,119
22-Jan-04,0,10.7,0,5.7, , ,0,1.9,1002.3,5.1,0,17,0,190,0,23, , , , , , ,122
23-Jan-04,0,10.9,0,3, , ,0,2.9,1004,7.7,0,17,0,280,0,26, , , , , , ,75
24-Jan-04,0,8,0,1.1, , ,0,0.7,1009.6,7.4,0,14,0,260,0,20, , , , , , ,379
25-Jan-04,0,5.6,0,-1.3, , ,0,0,1005.1,2.6,0,6,0,230,0,10, , , , , , ,278
26-Jan-04,0,3.9,0,-1.4, , ,0,0.2,1002.4,5.1,0,9,0,40,0,15, , , , , , ,219
27-Jan-04,0,3.9,0,-1.7, , ,0,0,1006.2,6.7,0,17,0,280,0,24, , , , , , ,338
28-Jan-04,0,6.8,0,-3, , ,0,0.3,1003.4,9.7,0,18,0,280,0,33, , , , , , ,308
29-Jan-04,0,3.7,0,-5.9, , ,0,0,1004.7,4.6,0,11,0,180,0,15, , , , , , ,410
30-Jan-04,0,9.7,0,0.2, , ,0,4.9,992.3,7.7,0,12,0,200,0,18, , , , , , ,96
31-Jan-04,0,12,0,6.6, , ,0,6.9,979.3,12.7,0,35,0,250,0,50, , , , , , ,198
01-Feb-04,0,10.4,0,5.9, , ,0,3.2,995,13.9,0,28,0,250,0,39, , , , , , ,174
02-Feb-04,0,13,0,7.5, , ,0,5.9,998.3,13.2,0,23,0,180,0,35, , , , , , ,120
03-Feb-04,0,14.4,0,8.4, , ,0,10.1,1000.4,16,0,25,0,190,0,36, , , , , , ,163
04-Feb-04,0,13.8,0,8.8, , ,0,8.2,1003.5,11.7,0,19,0,190,0,26, , , , , , ,123
05-Feb-04,0,13.6,0,8.6, , ,0,0,1006.9,13.3,0,20,0,210,0,30, , , , , , ,549
06-Feb-04,0,8.9,0,4.4, , ,0,3.6,1002.5,8.3,0,17,0,210,0,24, , , , , , ,178
07-Feb-04,0,8,0,3.2, , ,0,0.3,1008.1,14.7,0,24,0,290,0,38, , , , , , ,620
08-Feb-04,0,7.1,0,-1.9, , ,0,0,1020.1,8.9,0,17,0,300,0,33, , , , , , ,592
09-Feb-04,0,8.3,0,-3, , ,0,0,1026.4,5,0,12,0,180,0,15, , , , , , ,388
10-Feb-04,0,11,0,5.6, , ,0,0,1023.3,8,0,17,0,220,0,23, , , , , , ,357
11-Feb-04,0,11.9,0,3.3, , ,0,0,1024.4,3.3,0,8,0,190,0,12, , , , , , ,673
12-Feb-04,0,10.3,0,2, , ,0,0,1023.6,5.4,0,12,0,180,0,17, , , , , , ,389
13-Feb-04,0,10.2,0,3.1, , ,0,0.2,1024.9,3.4,0,7,0,150,0,10, , , , , , ,297
14-Feb-04,0,9.6,0,-1.8, , ,0,0,1022.8,1.6,0,4,0,170,0,6, , , , , , ,599
15-Feb-04,0,9.2,0,-1.2, , ,0,0,1021.2,2.6,0,7,0,180,0,9, , , , , , ,695
16-Feb-04,0,10.1,0,2.3, , ,0,1.3,1023,5.5,0,13,0,280,0,18, , , , , , ,404
17-Feb-04,0,9.5,0,-1.2, , ,0,0,1026.6,4.5,0,9,0,350,0,15, , , , , , ,573
18-Feb-04,0,9.5,0,-3.3, , ,0,0,1026.9,1.8,0,5,0,180,0,8, , , , , , ,925
19-Feb-04,0,7.7,0,-3.4, , ,0,0,1024,3.6,0,8,0,20,0,12, , , , , , ,420
20-Feb-04,0,6.8,0,-1.9, , ,0,0,1016.8,6.6,0,14,0,30,0,22, , , , , , ,831
21-Feb-04,0,6.4,0,0.5, , ,0,0,1011.6,8.1,0,16,0,10,0,25, , , , , , ,891
22-Feb-04,0,6.1,0,-2.6, , ,0,0,1016.9,9,0,18,0,30,0,33, , , , , , ,591
23-Feb-04,0,5.3,0,-3.3, , ,0,0,1020.3,4.7,0,8,0,260,0,12, , , , , , ,586
24-Feb-04,0,8.2,0,2.2, , ,0,2.4,1012.8,8,0,13,0,270,0,19, , , , , , ,272
25-Feb-04,0,5.1,0,-2.2, , ,0,0,1009.5,6.4,0,12,0,320,0,19, , , , , , ,778
26-Feb-04,0,3.5,0,-1.7, , ,8, ,1003.3,8.6,0,16,0,330,0,26, , , , , , ,624
27-Feb-04,0,4.5,0,-1.9, , ,0,0,1001.5,9.2,0,17,0,340,0,27, , , , , , ,1080
28-Feb-04,0,5.2,0,-3.7, , ,0,0,1008,5.7,0,12,0,0,0,20, , , , , , ,1091
29-Feb-04,0,7.3,0,-5.6, , ,0,0,1018.7,3,0,7,0,330,0,10, , , , , , ,1098
01-Mar-04,0,7.2,0,-5.1, , ,0,0,1026.3,5.3,0,13,0,190,0,19, , , , , , ,1034
02-Mar-04,0,7.5,0,-1.9, , ,0,0.6,1021.3,12.7,0,20,0,170,0,28, , , , , , ,567
03-Mar-04,0,12.8,0,5.2, , ,0,9.7,1011.7,9.7,0,23,0,170,0,32, , , , , , ,344
04-Mar-04,0,12.6,0,1.4, , ,0,0.1,1010.8,4.7,0,10,0,200,0,14, , , , , , ,1039
05-Mar-04,0,10.1,0,0.4, , ,0,0,1014.1,3.8,0,8,0,330,0,14, , , , , , ,1005
06-Mar-04,0,10.5,0,-1.2, , ,0,0,1018.4,4.4,0,11,0,300,0,18, , , , , , ,1032
07-Mar-04,0,10,0,-1, , ,0,0,1023.2,4.6,0,11,0,0,0,18, , , , , , ,1025
08-Mar-04,0,8.2,0,-2.6, , ,0,0,1027.3,5.9,0,14,0,130,0,20, , , , , , ,972
09-Mar-04,0,7.6,0,0.5, , ,0,0,1026.4,5.7,0,11,0,120,0,17, , , , , , ,784
10-Mar-04,0,4.5,0,0.1, , ,0,0,1018,6.5,0,11,0,110,0,17, , , , , , ,406
11-Mar-04,0,4.3,0,0.7, , ,0,14.2,1001.3,16.5,0,25,0,140,0,40, , , , , , ,171
12-Mar-04,0,9.5,0,1.9, , ,0,5.8,992.4,6.1,0,15,0,120,0,25, , , , , , ,680
13-Mar-04,0,9.4,0,0.6, , ,0,1.4,996.2,8.1,0,18,0,190,0,26, , , , , , ,1025
14-Mar-04,0,12.7,0,3.3, , ,0,6.5,997.4,14.2,0,22,0,240,0,33, , , , , , ,989
15-Mar-04,0,15.9,0,6.6, , ,0,1.6,1006.8,11.3,0,19,0,180,0,28, , , , , , ,580
16-Mar-04,0,12.4,0,8.8, , ,0,2.1,1008.1,16.4,0,27,0,180,0,37, , , , , , ,341
17-Mar-04,0,13.7,0,5.1, , ,0,0.1,1013.6,8.2,0,16,0,220,0,21, , , , , , ,1314
18-Mar-04,0,10.8,0,4.9, , ,0,7,1007.8,12.6,0,31,0,240,0,47, , , , , , ,1045
19-Mar-04,0,11.6,0,5.9, , ,0,10.2,994.1,15.7,0,31,0,250,0,43, , , , , , ,1288
20-Mar-04,0,14.5,0,4.6, , ,0,2.7,989.3,22.8,0,41,0,250,0,57, , , , , , ,1067
21-Mar-04,0,11.1,0,4.9, , ,0,7.1,996.7,16.9,0,29,0,270,0,41, , , , , , ,1114
22-Mar-04,0,7.9,0,3.6, , ,0,1.1,1008.1,11.8,0,19,0,290,0,28, , , , , , ,1398
23-Mar-04,0,10,0,2.3, , ,0,0.4,1016.6,9.4,0,17,0,340,0,26, , , , , , ,1401
24-Mar-04,0,9.5,0,0.1, , ,0,0,1022.5,7.3,0,13,0,350,0,20, , , , , , ,1260
25-Mar-04,0,10.3,0,5.6, , ,0,0.3,1019.2,9.6,0,19,0,0,0,29, , , , , , ,1203
26-Mar-04,0,10.5,0,3.9, , ,0,0,1018.3,5.6,0,10,0,320,0,17, , , , , , ,805
27-Mar-04,0,9.6,0,7.3, , ,0,0,1011.3,3.9,0,7,0,300,0,11, , , , , , ,442
28-Mar-04,0,13.4,0,4.9, , ,0,0,1009.7,5.2,0,11,0,260,0,15, , , , , , ,1127
29-Mar-04,0,13.2,0,3.8, , ,0,0,1013.4,2.9,0,10,0,150,0,13, , , , , , ,865
30-Mar-04,0,12.4,0,1.5, , ,0,0,1007.2,5.2,0,13,0,120,0,20, , , , , , ,1202
31-Mar-04,0,14.3,0,2.7, , ,0,0,998.2,7.1,0,16,0,130,0,24, , , , , , ,1383
01-Apr-04,0,13,0,8.2, , ,0,2.8,992,7.7,0,14,0,160,0,19, , , , , , ,731
02-Apr-04,0,13.1,0,6, , ,0,4.5,992.2,12.1,0,20,0,170,0,27, , , , , , ,1257
03-Apr-04,0,11.9,0,4.6, , ,0,1.4,995.9,10.8,0,21,0,210,0,28, , , , , , ,1118
04-Apr-04,0,11.2,0,2.9, , ,0,2,1003.3,12.4,0,24,0,280,0,36, , , , , , ,1499
05-Apr-04,0,12,0,5.3, , ,0,1.4,1006.2,12.9,0,21,0,270,0,35, , , , , , ,1225
06-Apr-04,0,10.6,0,2.2, , ,0,3,1007.8,12.5,0,21,0,310,0,36, , , , , , ,1426
07-Apr-04,0,11.8,0,2.9, , ,0,0.1,1013.8,7.6,0,13,0,340,0,23, , , , , , ,1482
08-Apr-04,0,10.4,0,0.6, , ,0,0.5,1015.5,6.1,0,13,0,350,0,19, , , , , , ,1066
09-Apr-04,0,13.7,0,7.5, , ,0,6.5,1013.5,5,0,11,0,320,0,18, , , , , , ,709
10-Apr-04,0,12.6,0,7.9, , ,0,0,1014.2,5.4,0,11,0,350,0,16, , , , , , ,951
11-Apr-04,0,12.6,0,7.4, , ,0,0.1,1016.8,2.4,0,9,0,190,0,12, , , , , , ,520
12-Apr-04,0,12.7,0,3.2, , ,0,0.1,1020.2,2.9,0,7,0,310,0,11, , , , , , ,889
13-Apr-04,0,11.3,0,2.9, , ,0,0.4,1017.6,4.8,0,11,0,260,0,15, , , , , , ,486
14-Apr-04,0,12.4,0,8.8, , ,0,3.7,1006.8,13.4,0,24,0,180,0,32, , , , , , ,705
15-Apr-04,0,11.9,0,3.4, , ,0,11.9,1000.9,7,0,16,0,210,0,23, , , , , , ,1365
16-Apr-04,0,12.3,0,1.3, , ,0,0.8,1002.2,3.5,0,10,0,240,0,15, , , , , , ,1778
17-Apr-04,0,8.9,0,2.2, , ,0,8.5,988.2,9.5,0,22,0,190,0,31, , , , , , ,702
18-Apr-04,0,9.4,0,1, , ,0,3.1,975.5,6,0,17,0,260,0,24, , , , , , ,1568
19-Apr-04,0,12.3,0,0.9, , ,0,2.8,982.2,8.6,0,19,0,210,0,31, , , , , , ,1664
20-Apr-04,0,11.4,0,3.3, , ,0,2.6,986.2,10.9,0,21,0,170,0,32, , , , , , ,664
21-Apr-04,0,14.2,0,6.7, , ,0,1.9,991.4,16.9,0,28,0,180,0,43, , , , , , ,1412
22-Apr-04,0,15,0,4.5, , ,0,0.3,1006.3,8.3,0,14,0,210,0,22, , , , , , ,1952
23-Apr-04,0,14.5,0,8.5, , ,0,0,1015.2,8.9,0,15,0,170,0,20, , , , , , ,793
24-Apr-04,0,15.1,0,6.8, , ,0,0,1017.9,8.9,0,16,0,140,0,21, , , , , , ,2067
25-Apr-04,0,17.1,0,4.7, , ,0,0,1017.8,5.3,0,9,0,190,0,15, , , , , , ,2157
26-Apr-04,0,15.2,0,4, , ,0,0.1,1014.3,4.3,0,10,0,330,0,15, , , , , , ,1350
27-Apr-04,0,14.4,0,5, , ,0,0.5,1012.5,8.4,0,15,0,350,0,23, , , , , , ,1653
28-Apr-04,0,13.9,0,5.6, , ,0,0,1009.9,9.8,0,15,0,10,0,24, , , , , , ,1104
29-Apr-04,0,12,0,5.4, , ,0,0.2,1004.4,11.4,0,18,0,350,0,28, , , , , , ,1670
30-Apr-04,0,12.5,0,5.5, , ,0,0,1001.2,9.3,0,14,0,20,0,23, , , , , , ,441
01-May-04,0,16.9,0,6.3, , ,0,0,1002,8.2,0,13,0,350,0,19, , , , , , ,1597
02-May-04,0,16.9,0,6.4, , ,0,0,1002.3,5.9,0,10,0,310,0,21, , , , , , ,2103
03-May-04,0,13.5,0,6.5, , ,0,2.7,992.2,9.3,0,18,0,270,0,27, , , , , , ,1935
04-May-04,0,11.5,0,5.6, , ,0,8.8,974.8,14.2,0,24,0,270,0,39, , , , , , ,1536
05-May-04,0,10.6,0,5.8, , ,0,3.8,976.5,15.5,0,20,0,300,0,34, , , , , , ,1148
06-May-04,0,13.2,0,5.2, , ,0,0.2,987.5,10.4,0,18,0,270,0,29, , , , , , ,1632
07-May-04,0,13.7,0,5.5, , ,0,0.4,999.1,6.2,0,12,0,300,0,20, , , , , , ,1588
08-May-04,0,15.6,0,3.5, , ,0,0,1002.6,5.4,0,10,0,320,0,16, , , , , , ,2620
09-May-04,0,14.2,0,6.6, , ,0,0.5,1004.5,4.8,0,9,0,350,0,15, , , , , , ,991
10-May-04,0,14.3,0,9.5, , ,0,0,1010.2,5.6,0,8,0,330,0,12, , , , , , ,729
11-May-04,0,13,0,9.8, , ,0,0,1015.4,5,0,7,0,320,0,12, , , , , , ,619
12-May-04,0,13.5,0,10.1, , ,0,0,1017.8,2.7,0,5,0,310,0,7, , , , , , ,394
13-May-04,0,15,0,8.9, , ,0,0,1016.9,2.6,0,7,0,270,0,10, , , , , , ,779
14-May-04,0,17.8,0,11, , ,0,0,1019,3.6,0,9,0,290,0,13, , , , , , ,1416
15-May-04,0,19.4,0,8.2, , ,0,0,1022.3,3.9,0,10,0,180,0,15, , , , , , ,2315
16-May-04,0,20.9,0,6.7, , ,0,0,1021.5,6.2,0,12,0,190,0,17, , , , , , ,2748
17-May-04,0,16.6,0,6.4, , ,0,0,1019.3,4.1,0,9,0,270,0,12, , , , , , ,1524
18-May-04,0,19.9,0,2.7, , ,0,0,1018.2,4.7,0,12,0,250,0,16, , , , , , ,2858
19-May-04,0,17.9,0,9.2, , ,0,0,1017.7,6.6,0,12,0,280,0,17, , , , , , ,1383
20-May-04,0,16,0,5.2, , ,0,0,1017.7,6.1,0,12,0,330,0,19, , , , , , ,1987
